VehicleNumber,Line,Brigade,Stop,DiffTime,DiffDist,BusLat,BusLon
5215,719,1,6187_02,48,0.005880300941909865,52.256382,20.7603486
5215,719,1,6202_02,98,0.0015098474248870612,52.2551308,20.7872318
5215,719,1,6151_02,79,0.00665464480850883,52.2539482,20.7965107
5215,719,1,6149_02,139,0.007012652506034826,52.2514949,20.8221329
5215,719,1,6115_01,59,0.009557031081660654,52.2507243,20.8418363
5215,719,1,5145_01,28,0.004425175725977492,52.2468395,20.8506874
5215,719,1,5144_01,38,0.0034216372110320095,52.2437525,20.8644193
5224,182,8,2098_02,5,0.009210977516587523,52.2299119,21.0686166
5224,182,8,2100_04,15,0.005319132009923345,52.2347052,21.0784865
5224,182,8,2101_02,56,0.0063436724916450015,52.235898,21.0882909
5224,182,8,2102_04,46,0.007519242919421471,52.2362127,21.09847
5224,182,8,2107_04,65,0.006670915834894679,52.2380966,21.1001164
5224,182,8,2106_02,25,0.003777685883852974,52.2366906,21.1063922
5224,182,8,4029_04,26,0.00692780222952095,52.2164325,20.9873988
5224,182,8,4121_06,5,0.002225012512546866,52.2168571,20.9798908
5438,500,5,1147_04,3125,0.008643352711553627,52.2930142,21.0417592
5438,500,5,1528_01,2232,0.004527229566702768,52.281818,21.046528
5438,500,5,1142_02,1852,0.007559072485049299,52.2710384,21.0418755
5438,500,5,7091_04,0,0.009511156181131419,52.2532834,20.982142
5438,500,5,7081_01,26,0.007317358118065064,52.2563999,20.9880664
5438,500,5,7019_03,6,0.003977429116038613,52.2574782,20.9938672
5438,500,5,1077_02,5,0.006268948196320716,52.2691805,21.0388779
5438,500,5,1152_04,404,0.001853180715978031,52.3003612,21.0417346
5443,705,64,1270_01,3184,0.009994387666251905,52.421883,21.035263
5443,705,64,1276_01,53,0.009689007875206108,52.441154,21.05633
5443,705,64,1443_01,604,0.0042114194526405736,52.481056,21.123915
5443,705,64,1442_01,13,0.0056485800584340825,52.480057,21.109364
5443,705,64,1274_01,81,0.009258753307361778,52.43779,21.046463
5443,705,64,1273_01,93,0.007008836521155895,52.434017,21.041569
5448,738,5,1680_01,36,0.007196738319257097,52.403545,21.196033
5448,738,5,1457_01,3,0.009521470630278837,52.413815,21.192106
5448,738,5,1140_08,1125,0.0029362483115584273,52.276466,21.052977
5449,527,012,1146_03,1901,0.0036045659282904125,52.292202,21.049696
5449,527,012,1179_02,1782,0.005821975472345407,52.303993,21.059828
5449,527,012,1520_02,1798,0.008801533127605747,52.313129,21.060497
5449,527,012,1359_04,1792,0.0027700972136631566,52.316154,21.059824
5449,527,012,1357_02,1804,0.0018560743688699794,52.322628,21.057247
5449,527,012,1183_01,1715,0.003980727301750029,52.324856,21.064213
5449,527,012,1183_03,2343,0.003943252716713927,52.32515,21.062759
5449,527,012,1357_01,2360,0.006544642953878276,52.321754,21.056963
5449,527,012,1359_01,2355,0.0019528133254610185,52.315788,21.059963
5449,527,012,1280_01,2339,0.00574234522377524,52.309437,21.061834
5449,527,012,1179_01,2354,0.0041594738529615646,52.302921,21.059118
5449,527,012,1280_04,2002,0.006482305782004566,52.310684,21.060543
5449,527,012,1520_01,1091,0.006386431925280194,52.312206,21.06023
5449,527,012,1358_02,1900,0.0031164240844090392,52.319889,21.057634
5449,527,012,1326_03,1821,0.00533008711193463,52.324108,21.057241
60058,L-7,1,6812_02,5,0.0014444788733973429,52.2423891,20.8469945
60058,L-7,1,6140_02,3457,0.003978952658206497,52.2880615,20.8708188
6231,711,710,4064_02,67,0.005383948611928187,52.133327,20.891638
6231,711,710,4347_02,169,0.007070834399272117,52.0935025,20.8104474
6231,711,710,4347_01,43,0.008589735870377915,52.093525,20.8089312
6231,711,710,4246_02,184,0.003673785777550461,52.1011975,20.8150202
6231,711,710,4247_02,41,0.003144347493119429,52.1154319,20.8088806
6231,711,710,4249_02,48,0.004694538652263056,52.1062417,20.8021154
6231,711,710,4349_01,58,0.009826626940458345,52.0909137,20.8001144
7232,189,024,3065_03,8,0.008497289989687304,52.1812645,21.0689209
7743,151,04,7076_02,63,0.005221813613880935,52.2243322,21.0435959
7743,151,04,7006_08,71,0.0074885099015660084,52.2180382,21.015558
7743,151,04,7011_09,13,0.006725799643585153,52.2226882,21.0155624
7743,151,04,7009_01,14,0.0035796990274433987,52.2179409,21.020162
7743,151,04,7037_55,0,0.005817970229842861,52.2195497,21.0265084
7743,151,04,7071_01,15,0.008372623764264847,52.2223299,21.0377212
7743,151,04,2502_02,6,0.004315238735792466,52.2302307,21.1047367
7743,151,04,2502_01,29,0.004720532476270951,52.2295821,21.1075086
7836,199,06,2087_01,3,0.002268619658022716,52.2605427,21.1633207
7836,199,06,1327_02,2584,0.009251847070407394,52.2948665,21.0931425
7836,199,06,1152_08,8,0.003087621348810788,52.3000217,21.0413917
7883,704,1,2011_02,4,0.005441280818717414,52.242531,21.1007479
7883,704,1,2012_02,3,0.003712846913530413,52.2407109,21.1092489
7883,704,1,2015_06,6,0.0025859664905331886,52.2346996,21.125651
7883,704,1,2310_01,857,0.007237002004736387,52.2130359,21.3315274
7883,704,1,2312_01,232,0.00994890189812416,52.2224685,21.3478875
8325,319,01,2045_01,2405,0.009219102268498359,52.1732228,21.1992716
8325,319,01,2032_03,5,0.005795270375402033,52.208091,21.196343
8346,709,8,3370_01,429,0.005335745450016894,52.0725283,21.01581
8346,709,8,3169_04,3,0.006480762390586964,52.067005,21.017595
8452,527,011,1179_02,1784,0.007151227419943917,52.303989,21.059908
8452,527,011,1280_04,1748,0.007905050314969995,52.310696,21.060591
8452,527,011,1520_02,1758,0.009452546560112235,52.313137,21.060469
8452,527,011,1359_01,817,0.006842969462052579,52.31583,21.059999
8452,527,011,1359_04,1808,0.0035272054432852373,52.316132,21.059797
8452,527,011,1358_02,1795,0.004273180270862177,52.319897,21.05761
8452,527,011,1357_01,288,0.0027378831547915203,52.321835,21.056948
8452,527,011,1357_02,1114,0.0063640892879778055,52.322685,21.057173
8452,527,011,1326_03,1212,0.007154558364885195,52.324162,21.057121
8452,527,011,1183_01,1561,0.0070687690866725545,52.32486,21.064259
8452,527,011,1183_03,1968,0.004614534058523821,52.325161,21.062752
8452,527,011,1358_01,1981,0.004559415938547854,52.318699,21.05829
8452,527,011,1179_01,1916,0.005086971317997956,52.302921,21.059153
8452,527,011,1146_03,1741,0.0036319035429323555,52.292206,21.049696
8452,527,011,1520_01,2079,0.004032679171555333,52.3122252,21.0602147
8460,160,513,7002_12,4,0.00443402839386626,52.230484,21.004618
8460,160,513,1213_01,3185,0.003733990139514445,52.276199,21.047218
8540,162,08,7068_03,12,0.0063179787354755565,52.2340733,21.03027
8540,162,08,3057_01,5,0.006406602936971867,52.2121367,21.0469867
8540,162,08,3079_03,29,0.0025343778720794455,52.1933433,21.08499
9337,256,2,1181_01,6,0.009931590407816625,52.3172,21.067345
9337,256,2,1557_01,3574,0.00426947120160173,52.312485,21.065487
9337,256,2,1180_01,3564,0.003885720532035863,52.311203,21.063576
9337,256,2,1179_01,3595,0.007157336477126131,52.302933,21.059206
9337,256,2,1179_03,3547,0.0036460338613481707,52.301018,21.058386
9337,256,2,1319_01,3526,0.006696041155765387,52.296333,21.054779
9337,256,2,1149_02,3242,0.0053022110079383004,52.296059,21.051376
9337,256,2,1319_02,3184,0.004662957194821909,52.297317,21.055887
9337,256,2,1179_04,3174,0.0039033030803946214,52.302021,21.059135
9337,256,2,1280_02,3174,0.0029088959606619357,52.310474,21.062759
9337,256,2,1557_02,3178,0.007712973091485685,52.312515,21.065729
9337,256,2,1181_02,3206,0.004338250326853565,52.318123,21.067146
9337,256,2,1525_02,3208,0.004734274784034222,52.321362,21.066656
9337,256,2,1202_01,1420,0.005465201860192078,52.322445,21.078577
9337,256,2,1203_01,1270,0.009774680305525673,52.324379,21.075438
9337,256,2,1182_03,3229,0.0030887992423072647,52.324173,21.067621
9337,256,2,1470_02,3,0.0047252184660685585,52.327934,21.065584
9337,256,2,1182_02,1516,0.006389336219542117,52.322773,21.068739
9337,256,2,1182_01,3556,0.009858460002515912,52.323406,21.067142
9349,739,3,3440_02,3,0.005793945828150942,52.093151,21.051378
9349,739,3,3275_02,9,0.0037113457021106127,52.100975,21.052752
9349,739,3,3348_02,13,0.006212593313443662,52.10236,21.049971
9349,739,3,3347_02,9,0.004896866246863208,52.099487,21.044973
9349,739,3,3346_02,5,0.005005870586495493,52.097221,21.04183
9349,739,3,3017_01,2648,0.009797965698164289,52.131854,21.017912
9349,739,3,3009_17,6,0.005932966844750857,52.179855,21.024311
9412,152,5,1566_01,74,0.003157048381785683,52.333694,21.018162
9412,152,5,1565_02,3094,0.004916346184746853,52.335861,21.009245
9412,152,5,1565_01,64,0.0055087376123664124,52.336041,21.008528
9412,152,5,1110_01,54,0.001267653734904948,52.336243,21.004295
9412,152,5,1109_01,43,0.0004884145270716199,52.337429,20.999361
9412,152,5,1108_01,33,0.0043318201262853104,52.340912,20.999712
9412,152,5,1107_01,43,0.0024693797358059477,52.344822,20.998308
9412,152,5,1107_02,2543,0.009817615566771977,52.345001,20.997015
9412,152,5,1218_01,52,0.0076296849085429625,52.336182,20.98901
9412,152,5,1104_02,62,0.007384227123897958,52.334465,20.985786
9412,152,5,1104_01,42,0.0064782321832777936,52.334389,20.985643
9412,152,5,1486_02,1821,0.0043478888212733074,52.33403,20.970392
9412,152,5,1022_01,21,0.008208677676898576,52.330761,20.965862
9412,152,5,1254_01,11,0.007593305947314807,52.323921,20.969904
9412,152,5,1277_07,7,0.008992424887700825,52.316872,20.952297
9412,152,5,1106_01,2623,0.00911238795906449,52.34412,20.995224
9431,356,01,1137_02,2330,0.007242491089887488,52.269432,21.051004
9431,356,01,1136_02,2347,0.004141692602888036,52.26997,21.05756
9431,356,01,1056_02,2917,0.0053194964740193,52.273376,21.064495
9431,356,01,1047_02,2248,0.00952209840697531,52.268219,21.074039
9431,356,01,1506_04,2595,0.008091964179121678,52.273621,21.085102
9431,356,01,1482_04,29,0.0026533049056952315,52.277363,21.080971
9431,356,01,1481_01,2977,0.007970255986985924,52.274963,21.083559
9431,356,01,1048_01,2968,0.006153318997601848,52.269955,21.078007
9431,356,01,1047_03,2943,0.004893049956844654,52.268482,21.072277
9431,356,01,1136_01,2961,0.002147606015788813,52.269913,21.056608
9431,356,01,1138_02,2906,0.008938632449692912,52.273476,21.046427
9431,356,01,1517_01,2922,0.006290175154786411,52.274258,21.050072
9431,356,01,1139_02,2922,0.004206580548074753,52.273869,21.053606
9431,356,01,1140_03,819,0.007211953941887569,52.27486,21.055052
9431,356,01,1140_02,2772,0.004815761018686917,52.275608,21.054865
9431,356,01,1140_07,18,0.004198882661553426,52.276402,21.05304
9431,356,01,1139_01,2363,0.008421585850866269,52.273712,21.052359
9431,356,01,1517_02,2383,0.005757934779108346,52.274498,21.04888
9431,356,01,1138_01,2372,0.0022889779044529134,52.272533,21.046085
9431,356,01,1055_04,1231,0.009460973970603592,52.269352,21.059887
9431,356,01,1055_02,2192,0.004753224899841629,52.269569,21.061304
9527,194,4,4214_05,2525,0.005497759333407418,52.2061855,20.9128155
9527,194,4,4222_01,2387,0.0030365600768205692,52.207557167,20.904838333
9527,194,4,4307_02,445,0.004037800017907011,52.200362,20.874768667
9527,194,4,4128_01,310,0.009951908325865967,52.2017055,20.874263167
9527,194,4,4306_02,174,0.009393741146321676,52.2018385,20.869531833
9527,194,4,4213_52,1705,0.0076028434024350685,52.2085645,20.913178333
9527,194,4,4213_51,1690,0.004982651786856935,52.208647,20.913197833
9808,167,12,3308_03,31,0.00876130395971982,52.208252,21.0829392
1036,208,05,4006_02,25,0.005352198404812485,52.2054369,20.9714524
1036,208,05,4007_02,1664,0.002964182523082954,52.2031077,20.9693389
1036,208,05,4310_02,1541,0.0008314245596791387,52.201696,20.9646602
1036,208,05,4311_02,1541,0.0036633219176942966,52.2020627,20.9563826
1036,208,05,4312_02,1491,0.00205993915010613,52.2028677,20.9492749
1036,208,05,4047_03,1523,0.00770129761423517,52.2056889,20.9435399
1036,208,05,4051_01,1451,0.003153111673937405,52.2125565,20.9535254
1036,208,05,4045_03,1428,0.004441424514447559,52.2156647,20.9622492
1036,208,05,4154_01,1442,0.00047691888069410494,52.213619,20.96912
1036,208,05,4005_10,25,0.005301321942419249,52.2102652,20.9756425
1036,208,05,4046_01,1451,0.005298500442712834,52.2104549,20.9503359
1059,208,591,4051_02,1589,0.003984732803265149,52.2118866,20.95177
1059,208,591,4047_04,1490,0.002408282846844823,52.204805,20.94363
1059,208,591,4312_01,1516,0.009765026597825755,52.2028617,20.94953
1059,208,591,4311_01,1480,0.004110285802644638,52.2020183,20.9564933
1059,208,591,4310_01,1500,0.00406306718728368,52.20131,20.9641166
1059,208,591,4351_01,1495,0.008449668457878125,52.1999683,20.966995
1059,208,591,4005_12,28,0.009955726650691698,52.2117116,20.9751633
1059,208,591,4154_02,6,0.007481573165280267,52.21432,20.9676867
1059,208,591,4045_02,1628,0.0029629446685351256,52.2161016,20.9592416
1059,208,591,4046_02,1506,0.008899411241588788,52.209555,20.94826
1059,208,591,4006_01,1409,0.007402100797586915,52.20599,20.9723316
1907,106,3,7028_02,87,0.0037938384938159173,52.2396401,21.0112607
