VehicleNumber,Line,Brigade,Stop,DiffTime,DiffDist,BusLat,BusLon
1008,213,5,2038_04,50,0.001645231156836609,52.2103116,21.1607765
1008,213,5,2037_03,95,0.004435045522022121,52.2140225,21.1566678
1008,213,5,2265_01,40,0.0010109299994399041,52.21409,21.1509931
1008,213,5,2264_01,24,0.002687556710028039,52.2142008,21.1424971
1008,213,5,2188_03,29,0.003801740499764269,52.2143041,21.1320466
1008,213,5,2249_02,40,0.0050836562211004355,52.2151308,21.1012613
1008,213,5,2148_04,7,0.003725955652168216,52.2228065,21.1022636
1008,213,5,2128_02,1,0.005884520784176274,52.2262738,21.1002678
1008,213,5,2037_05,13,0.0006742405326878787,52.213048,21.1580566
1008,213,5,2039_09,24,0.008493659552445961,52.2038458,21.1660826
1012,219,2,2043_03,320,0.00806896715158,52.1839306,21.18713
1012,219,2,2043_04,10,0.003540075391634414,52.1839283,21.187785
1012,219,2,2174_01,35,0.0045236638733818805,52.1842608,21.1762145
1012,219,2,2414_01,30,0.005251257698726158,52.1843011,21.1710963
1012,219,2,2372_02,13,0.009059736438856386,52.1959046,21.1704108
1012,219,2,2371_02,12,0.008550957359919543,52.1990466,21.1687583
1012,219,2,2039_12,6,0.004484286051562222,52.2031383,21.1664966
1012,219,2,2039_09,3095,0.005602473906997485,52.2039293,21.1661338
1012,219,2,2039_10,26,0.0033525256704007066,52.205258,21.1653395
1012,219,2,2037_03,105,0.007175371516264057,52.2139583,21.1565466
1012,219,2,2188_03,40,0.0024418187764114396,52.2143268,21.1319755
1012,219,2,2148_04,508,0.004801118432833163,52.2228433,21.1023433
1012,219,2,2147_02,43,0.009465260965388982,52.2243418,21.0968335
1013,311,502,2477_02,9,0.0033430763815546793,52.2544751,21.0734253
1013,311,502,2123_01,1,0.008672612908817512,52.2519355,21.0732826
1013,311,502,2006_08,4,0.007862534833094155,52.2457478,21.0743886
1013,311,502,2127_01,34,0.00288605732492693,52.2434345,21.075284
1013,311,502,2129_02,49,0.003762699104986556,52.2416075,21.0805148
1013,311,502,2130_03,34,0.004051394208578653,52.2385441,21.085037
1013,311,502,2145_04,24,0.0023998118533945186,52.2252706,21.0836255
1013,311,502,2252_02,23,0.0015424311964408613,52.2230125,21.0853415
1013,311,502,2313_03,9,0.0048825573195849506,52.2221973,21.08998
1013,311,502,2313_04,11,0.005560058864649077,52.2216865,21.0922665
1013,311,502,2269_02,9,0.0070168372288689955,52.221034,21.0970045
1013,311,502,2148_05,19,0.008849808413716725,52.2223323,21.102764
1013,311,502,2148_07,44,0.005243518471334303,52.2223795,21.1004473
1013,311,502,2269_01,49,0.0010053020208404724,52.2212068,21.0973273
1013,311,502,2252_01,29,0.006069106679237702,52.2228981,21.0869338
1013,311,502,2145_03,9,0.008792891948180911,52.226357,21.0839866
1013,311,502,2415_01,2688,0.009479330024686502,52.2326638,21.0835605
1013,311,502,2101_04,13,0.000432610578285058,52.2352986,21.086286
1013,311,502,2130_04,15,0.0032936839293900345,52.2390971,21.0844213
1014,213,2,2180_01,2974,0.005648266234080598,52.1826053,21.2125593
1014,213,2,2048_04,1216,0.009696990318052056,52.1612436,21.2132021
1014,213,2,2057_03,7,0.00284739653321912,52.1498848,21.1887936
1014,213,2,2052_02,32,0.005419719700816213,52.1594538,21.2034213
1020,163,01,3150_01,128,0.004632735383008249,52.165623,21.108912
1020,163,01,3196_01,142,0.005543969227705829,52.168446,21.107334
1020,163,01,3198_01,123,0.0034899388054634157,52.177002,21.106325
1020,163,01,3152_01,126,0.004706565437526809,52.179493,21.101789
1020,163,01,3317_01,169,0.002942062686472965,52.185314,21.098221
1020,163,01,3429_01,197,0.004419188200755652,52.183319,21.084864
1020,163,01,3083_02,234,0.004349980263825917,52.182323,21.077047
1020,163,01,3066_02,135,0.008384975226065563,52.180164,21.071234
1020,163,01,3065_02,107,0.009267860425370499,52.182827,21.068369
1020,163,01,3064_04,55,0.006089074794614024,52.186089,21.062624
1020,163,01,3092_02,71,0.009087131900570474,52.184544,21.060228
1020,163,01,3033_55,59,0.005203265123297305,52.182404,21.056854
1020,163,01,3093_02,95,0.00728059572589923,52.179592,21.052505
1021,208,06,4005_10,0,0.008160997760383516,52.210354,20.975607
1021,208,06,4007_02,16,0.009678833266939189,52.203053,20.969294
1021,208,06,4310_02,1743,0.0015831243636215803,52.201687,20.96463
1021,208,06,4311_02,1762,0.004935341620914364,52.202087,20.956293
1021,208,06,4312_02,1732,0.006996162413499839,52.2029149,20.9492404
1021,208,06,4047_03,0,0.005475566454350392,52.205643,20.94355
1021,208,06,4046_01,1587,0.008372476590212894,52.210461,20.950392
1021,208,06,4051_01,1584,0.0038514461842662864,52.21257,20.953535
1021,208,06,4006_02,1783,0.0024472373094595857,52.205456,20.971375
1021,208,06,4045_03,1717,0.009064625633827513,52.21566,20.962337
1022,107,3,5155_01,4,0.006934082901025666,52.245644,20.985689
1022,107,3,5154_03,7,0.006391407874973038,52.243542,20.987801
1022,107,3,7099_01,38,0.0064977160681594015,52.245476,20.999994
1022,107,3,7016_03,68,0.00026076820753985865,52.24313,21.002167
1022,107,3,7015_01,77,0.007150283500114038,52.238602,21.005918
1022,107,3,7014_01,70,0.007137296125310105,52.236416,21.007648
1022,107,3,7013_15,11,0.008368530270113273,52.230026,21.013264
1022,107,3,7039_01,79,0.007831599588383751,52.224319,21.028767
1022,107,3,7071_05,86,0.008577053401080685,52.221825,21.036808
1022,107,3,7073_01,89,0.005490993158551757,52.215168,21.04599
1022,107,3,3085_52,3,0.006485317103435131,52.20676,21.042801
1022,107,3,3086_53,1,0.007627307797492074,52.202545,21.039457
1022,107,3,3089_01,47,0.002034795206807688,52.192253,21.064407
1022,107,3,3090_01,60,0.0074318722494386225,52.191898,21.068159
1022,107,3,3079_04,13,0.009301638105243423,52.193253,21.085146
1022,107,3,3080_04,4,0.004642748411764483,52.190495,21.082506
1022,107,3,3090_02,20,0.005544226544854187,52.191956,21.067867
1022,107,3,3089_02,28,0.0009468359763538102,52.19257,21.062508
1022,107,3,3062_02,46,0.0055399194107730206,52.193035,21.058279
1022,107,3,3325_04,78,0.00458273898719927,52.195404,21.048531
1022,107,3,3086_02,43,0.005247458631604123,52.202179,21.04114
1024,192,5,3012_01,36,0.001120951914835526,52.164337,21.017063
1024,192,5,3013_03,47,0.00855608106216766,52.152367,21.019344
1024,192,5,3133_01,40,0.0033725469153649,52.15086,21.027374
1024,192,5,3136_01,94,0.00594153785856817,52.153938,21.039412
1024,192,5,3137_01,89,0.0008143952377433498,52.155083,21.042217
1024,192,5,3138_04,104,0.009654468286644591,52.150925,21.047081
1024,192,5,3139_04,80,0.002888028057213957,52.147533,21.041628
1024,192,5,3299_01,74,0.006679257096777778,52.145416,21.037374
1024,192,5,3333_01,48,0.0030693905997789214,52.140953,21.04007
1024,192,5,3140_03,57,0.0035085503089951004,52.142643,21.045906
1024,192,5,3141_01,71,0.0037499769604140963,52.144249,21.049505
1024,192,5,3142_01,45,0.005148391159445101,52.146774,21.054581
1024,192,5,3145_01,37,0.0062269158919602274,52.144386,21.057489
1024,192,5,3281_04,2,0.0035863852383234344,52.139244,21.058029
1025,192,4,3009_17,247,0.009413090890948108,52.179916,21.02413
1025,192,4,3013_03,53,0.004024957581616921,52.1523887,21.0192877
1025,192,4,3134_01,134,0.00717889478638534,52.150036,21.03371
1025,192,4,3136_01,74,0.00868135526781122,52.1539529,21.0394454
1025,192,4,3138_04,130,0.006127710776115776,52.150822,21.046923
1025,192,4,3139_04,126,0.009468236617966872,52.1474677,21.0416244
1025,192,4,3299_01,97,0.001758945391156339,52.145378,21.037411
1025,192,4,3300_01,124,0.0004880408365898833,52.1436119,21.038244
1025,192,4,3333_01,105,0.00900527181905217,52.140938,21.039982
1025,192,4,3140_03,132,0.005179319216222354,52.142624,21.045891
1025,192,4,3141_01,110,0.0021376289641141123,52.144257,21.049551
1025,192,4,3142_01,117,0.003208872424911156,52.14682,21.054665
1025,192,4,3281_04,87,0.006683403965154491,52.1393331,21.0580047
1025,192,4,3426_02,1407,0.008848739437396481,52.137878,21.065159
1025,192,4,3209_02,45,0.00523627787024546,52.136883,21.072334
1025,192,4,3201_04,5,0.0011298360368773477,52.138912,21.068041
1025,192,4,3281_01,52,0.006086750933280294,52.140046,21.0586779
1025,192,4,3145_02,25,0.0021219267023761135,52.1453717,21.0567517
1025,192,4,3299_03,6,0.0,52.146118,21.038225
1025,192,4,3139_03,5,0.0024991691729138567,52.148196,21.0431147
1025,192,4,3280_01,5,0.0012146305542450478,52.1501924,21.0463907
1026,163,02,3082_02,2440,0.004927606660822356,52.183792,21.079449
1026,163,02,3197_01,64,0.0016813006117958993,52.173424,21.108032
1026,163,02,3196_01,1353,0.006771198804066801,52.168457,21.10733
1026,163,02,3150_01,79,0.004139646537887727,52.165611,21.108891
1026,163,02,3045_03,696,0.0045076444326943455,52.159878,21.088953
1026,163,02,3044_03,6,0.005619661109071764,52.167667,21.08391
1026,163,02,3148_01,69,0.007781350760554899,52.161278,21.10145
1026,163,02,3198_01,46,0.005728818256988125,52.177032,21.106401
1026,163,02,3065_02,13,0.0037473545296652627,52.182793,21.06843
1026,163,02,3064_04,37,0.003549574233132689,52.186123,21.062609
1026,163,02,3033_55,21,0.0043761925857194435,52.182453,21.056904
1027,208,04,4005_12,3,0.0018330813051819893,52.2116815,20.9752772
1027,208,04,4154_02,32,0.003807432894038509,52.214294,20.967724
1027,208,04,4045_02,13,0.004545620007528223,52.216049,20.959259
1027,208,04,4051_02,30,0.005776376101647804,52.211853,20.951799
1027,208,04,4312_01,4,0.0011642012555622848,52.202805,20.949427
1027,208,04,4311_01,1765,0.0038794991246590004,52.201992,20.956495
1027,208,04,4310_01,3,0.0069276877178981715,52.201405,20.964081
1027,208,04,4351_01,13,0.003810608394992546,52.199928,20.967028
1027,208,04,4006_01,1797,0.004336602138601653,52.205994,20.972424
1028,815,776,3292_03,0,0.0021496500265191856,52.1437,21.025072
1028,815,776,3291_01,12,0.007635495141436811,52.14534,21.026733
1028,815,776,3420_01,41,0.0029424379771481454,52.147217,21.029455
1028,815,776,3131_01,12,0.005070300317605307,52.154305,21.031912
1030,192,1,3400_01,6,0.006084904237926301,52.128902,21.068752
1030,192,1,3288_01,7,0.004421068849490266,52.132126,21.072098
1030,192,1,3209_02,39,0.0014543100828739626,52.136837,21.072395
1030,192,1,3281_01,1,0.003764307096388871,52.13998,21.05859
1030,192,1,3146_03,2,0.002858262821310201,52.141281,21.060698
1030,192,1,3140_03,6,0.0047051526618401805,52.142654,21.045889
1030,192,1,3009_17,14,0.005500035824137204,52.179844,21.024303
1030,192,1,3138_04,59,0.004006811761458844,52.15089,21.047018
1030,192,1,3139_04,32,0.001707961334660662,52.14756,21.041679
1030,192,1,3141_01,20,0.0029973970709251943,52.144299,21.04952
1030,192,1,3145_01,5,0.005857779241384856,52.144352,21.057411
1030,192,1,3281_04,28,0.0022700916589674987,52.139263,21.058035
1032,339,01,3009_14,14,0.007774667944770756,52.17955,21.024031
1032,339,01,3039_03,68,0.007860497838299651,52.17469,21.045679
1032,339,01,3309_01,68,0.0031392569317495902,52.173744,21.049917
1032,339,01,3040_01,62,0.004481802227932446,52.172234,21.05653
1032,339,01,3041_01,33,0.0027171558759536063,52.171021,21.061911
1032,339,01,3049_01,13,0.0019208814991261776,52.126961,21.103409
1032,339,01,3050_01,36,0.0038397477780227024,52.124847,21.102303
1032,339,01,3052_04,31,0.0006399751937215179,52.123207,21.097198
1032,339,01,3334_02,15,0.005293903089745045,52.128281,21.097271
1032,339,01,3421_02,9,0.004681421794632293,52.131081,21.092604
1032,339,01,3282_02,14,0.003880250698684511,52.130756,21.066223
1037,107,9,3089_02,10,0.005554723531912957,52.1925482,21.0625705
1037,107,9,3079_04,0,0.0023025808255863153,52.1933164,21.0851399
1037,107,9,3062_02,24,0.00429518334394043,52.1930176,21.0583937
1037,107,9,7082_03,1627,0.005992195604414535,52.2450074,20.9921527
1037,107,9,5157_03,643,0.005350054355040137,52.2444839,20.9793482
1038,263,06,3208_03,61,0.0010822316961382852,52.1496697,21.0607737
1038,263,06,3468_01,37,0.002035298010961216,52.1549607,21.0720274
1038,263,06,3385_03,24,0.0036519293103117615,52.1570529,21.0782294
1038,263,06,3391_01,53,0.009037617025208028,52.1581434,21.0820999
1038,263,06,3045_03,17,0.008266744259151476,52.1599136,21.0890061
1038,263,06,3147_01,3527,0.0022085723256404827,52.1607484,21.0929509
1038,263,06,3148_01,4,0.0021533777065393792,52.1612157,21.1015426
1038,263,06,3278_01,19,0.0009821701742220273,52.1631937,21.107843
1038,263,06,3150_02,8,0.008211215263604113,52.1645606,21.1090042
1038,263,06,3149_01,3204,0.007988908632344853,52.1613082,21.1050151
1038,263,06,3148_02,59,0.005441754223687762,52.1612624,21.1007229
1038,263,06,3045_04,19,0.001842900071654805,52.1593396,21.0855529
1038,263,06,3468_02,3419,0.007135921890483892,52.154243,21.06987
1038,263,06,3208_04,3409,0.00983473344743019,52.1488477,21.0587194
1038,263,06,3144_02,3407,0.0051960550425634916,52.1502406,21.0518554
1038,263,06,3139_02,50,0.008580303839151633,52.1482957,21.0415696
1038,263,06,3301_02,65,0.007468467773855869,52.1501541,21.0373967
1038,263,06,3134_03,4,0.004118922988645661,52.1485274,21.0338409
1038,263,06,3299_03,55,0.006424767460953003,52.1461365,21.0383142
1038,263,06,3139_03,27,0.005224246188584229,52.1482236,21.0432091
1038,263,06,3138_05,9,0.008366502612089153,52.150867,21.0482001
1038,263,06,3144_01,12,0.002266712778379375,52.1499124,21.0532967
1039,108,2,3078_01,1,0.009984040383555569,52.195049,21.087744
1039,108,2,3077_01,2943,0.0029301697374805044,52.197193,21.08514
1039,108,2,3057_03,1773,0.008436570011658344,52.211823,21.048161
1039,108,2,7070_01,865,0.006394184451076066,52.226688,21.03397
1039,108,2,7040_06,18,0.005840447345578876,52.228367,21.023438
1039,108,2,3388_01,1,0.009064693782814753,52.212166,21.063509
1039,108,2,3079_01,6,0.001403467016342954,52.193371,21.084026
1039,108,2,3080_01,3400,0.0038532349157911093,52.190765,21.083124
1039,108,2,3082_02,17,0.002835508689475451,52.183807,21.079468
1039,108,2,3066_02,12,0.0023165216649696776,52.180233,21.071196
1039,108,2,3065_02,26,0.0029177491861482785,52.182789,21.068445
1039,108,2,3064_04,15,0.003277725600985994,52.186119,21.06262
1039,108,2,3092_02,28,0.0018275203740565973,52.184616,21.060251
1039,108,2,3033_55,46,0.0016400713401328872,52.182449,21.056816
1039,108,2,3093_02,28,0.006522751791349823,52.179565,21.052366
1039,108,2,3094_02,8,0.0017999038720636696,52.177677,21.047316
1039,108,2,3039_04,48,0.004826633459150432,52.175652,21.042902
1039,108,2,3038_02,45,0.0032923762699687623,52.177368,21.033562
1040,107,8,3079_04,6,0.00019220361532438514,52.193335,21.0851267
1040,107,8,3089_02,9,0.002997394150570571,52.1925717,21.0624517
1040,107,8,5157_03,247,0.008973722021400784,52.244489,20.979403
1042,107,2,3091_02,1092,0.002930180690679507,52.190926,21.074451
1042,107,2,3062_02,11,0.00914595668103175,52.193011,21.058476
1042,107,2,3088_02,11,0.006483597666718808,52.199513,21.046276
1043,107,4,7014_01,16,0.004283143720304859,52.2363467,21.0077183
1043,107,4,7013_15,14,0.006911348510124156,52.2300217,21.0132433
1043,107,4,7034_01,50,0.006720773480654527,52.2281433,21.01767
1043,107,4,7035_03,16,0.009735756898319656,52.2241233,21.0196983
1043,107,4,7039_01,35,0.0066824224954376826,52.22427,21.02891
1043,107,4,7071_05,46,0.00987827831429665,52.2217717,21.03686
1043,107,4,7074_01,40,0.005567343083561227,52.2186833,21.0456033
1043,107,4,7073_01,22,0.006185069323747044,52.2152217,21.0459567
1043,107,4,3057_01,35,0.007675147159160613,52.212055,21.047075
1043,107,4,3084_54,2600,0.008303064268275961,52.20571,21.03911
1043,107,4,3086_02,2430,0.0036478561996676523,52.2021633,21.04117
1043,107,4,3088_02,2183,0.0042513679054525496,52.1995333,21.0463533
1043,107,4,3079_04,12,0.002308504999429157,52.1933183,21.0851467
1044,107,5,5157_03,1,0.009889556574713226,52.2445017,20.9794083
1044,107,5,7015_01,12,0.0010180500473373486,52.2386567,21.0058617
1044,107,5,7014_01,9,0.0025741913662426937,52.236375,21.0076517
1044,107,5,7075_02,3525,0.009752966384883374,52.221475,21.0435417
1044,107,5,3084_54,2597,0.00788496632026668,52.20576,21.0390833
1044,107,5,3079_04,775,0.002522035268371554,52.193314,21.085138
1045,204,05,1182_03,53,0.002060696844180085,52.324215,21.0676217
1045,204,05,1287_01,10,0.005539720979431873,52.32202,21.0493967
1045,204,05,1355_01,3378,0.008616798467943727,52.3177817,21.0417333
1045,204,05,1354_01,3389,0.006248937373601497,52.3178333,21.035925
1045,204,05,1353_01,26,0.006153377385440173,52.31779,21.032535
1045,204,05,1171_01,3384,0.004106187325477634,52.3167567,21.0295067
1045,204,05,1170_01,2008,0.006530662968454295,52.3145033,21.0298883
1045,204,05,1169_01,3353,0.0033677967923783103,52.311058,21.029926
1045,204,05,1167_01,3340,0.00543001709200922,52.303384,21.029906
1045,204,05,1260_03,3336,0.0054196897339167365,52.2989017,21.0324917
1045,204,05,1085_10,273,0.007591777796559909,52.293723,21.032595
1045,204,05,1085_13,4,0.003964996851691251,52.2935433,21.0310367
1045,204,05,1286_03,1545,0.0083873513111675,52.3179317,21.0498517
1045,204,05,1182_04,55,0.009434352323091868,52.32383,21.068186
1045,204,05,1326_02,31,0.0039866774346339635,52.3246867,21.0557867
1045,204,05,1150_02,1312,0.005629141267397543,52.29611,21.032905
1050,207,3,4216_03,11,0.0069820805404932065,52.200389,20.893096
1050,207,3,4217_05,90,0.005355373872935853,52.194893,20.885239
1050,207,3,4095_01,90,0.009932005108777838,52.194973,20.899651
1050,207,3,4094_02,70,0.0011119492665983002,52.191561,20.907603
1050,207,3,4283_03,108,0.0029447708025926275,52.188938,20.905991
1050,207,3,4258_04,10,0.0024940087474987216,52.190041,20.899593
1050,207,3,4336_02,10,0.007468048745152752,52.187559,20.897183
1050,207,3,4217_22,69,0.00691561535695608,52.195568,20.883128
1050,207,3,4209_02,1369,0.009923847023596584,52.192025,20.878226
1050,207,3,4130_02,8,0.0048838537705577535,52.183298,20.870578
1050,207,3,4131_04,68,0.005586434346248975,52.184458,20.897671
1050,207,3,4283_01,128,0.007059973334633013,52.189193,20.903958
1051,228,3,4216_03,1,0.00793350401127279,52.200294,20.892958
1051,228,3,4213_51,18,0.007846859026102946,52.208705,20.91318
1051,228,3,4103_01,0,0.006921308796708014,52.207165,20.924969
1051,228,3,4102_01,0,0.007973815782651881,52.204368,20.923486
1051,228,3,4047_05,40,0.008548404363017991,52.204365,20.941479
1051,228,3,4009_03,80,0.0087457624584752,52.195091,20.965191
1051,228,3,4303_01,59,0.009644186552562854,52.194,20.969638
1051,228,3,4304_02,859,0.004741274646874785,52.193325,20.972893
1051,228,3,4106_02,18,0.002660225994629012,52.200551,20.948374
1051,228,3,4047_06,58,0.0038502743269526888,52.204859,20.940879
1051,228,3,4225_01,2638,0.0023396811319293695,52.209569,20.92049
1051,228,3,4225_02,38,0.007728815565807349,52.209755,20.920034
1052,228,2,4356_52,1345,0.004371804836315869,52.21237,20.9217617
1052,228,2,4225_02,2234,0.0042926466608589125,52.20972,20.920195
1052,228,2,4303_02,229,0.004947817416359571,52.19466,20.9671867
1052,228,2,4008_05,3263,0.005532982496923837,52.197113,20.963078
